Year,PlotID,Treatment,Replicate,Crop,Yield_kg_ha,Soil_pH,P,K,Ca,Mg,CEC,OM,Soil_Measured,TotalPrecip_mm,AvgTmax_C,AvgTmin_C
2024,T4_R4,T4,R4,Glycine max L.,2074.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T4_R3,T4,R3,Glycine max L.,2025.6,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T4_R2,T4,R2,Glycine max L.,1459.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T4_R1,T4,R1,Glycine max L.,1775.8,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T4_R5,T4,R5,Glycine max L.,1511.8,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T4_R6,T4,R6,Glycine max L.,1507.6,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R2,T3,R2,Glycine max L.,4932.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R6,T3,R6,Glycine max L.,4281.0,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R5,T3,R5,Glycine max L.,3809.9,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R4,T3,R4,Glycine max L.,4446.7,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R3,T3,R3,Glycine max L.,4834.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T3_R1,T3,R1,Glycine max L.,4827.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R1,T2,R1,Glycine max L.,4645.6,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R6,T2,R6,Glycine max L.,4563.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R5,T2,R5,Glycine max L.,4404.2,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R4,T2,R4,Glycine max L.,4782.5,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R3,T2,R3,Glycine max L.,4842.0,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T2_R2,T2,R2,Glycine max L.,4591.8,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R6,T1,R6,Glycine max L.,4412.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R3,T1,R3,Glycine max L.,4554.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R5,T1,R5,Glycine max L.,3844.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R4,T1,R4,Glycine max L.,4795.9,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R2,T1,R2,Glycine max L.,4729.0,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2024,T1_R1,T1,R1,Glycine max L.,3486.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,0,627.126,15.526315789473683,5.407177363699102
2023,T4_R1,T4,R1,Zea mays L.,4121.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T4_R6,T4,R6,Zea mays L.,3062.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T4_R5,T4,R5,Zea mays L.,3573.9,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T4_R4,T4,R4,Zea mays L.,3468.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T4_R3,T4,R3,Zea mays L.,4523.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T4_R2,T4,R2,Zea mays L.,3723.4,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R3,T3,R3,Zea mays L.,10582.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R6,T3,R6,Zea mays L.,10806.8,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R5,T3,R5,Zea mays L.,10301.2,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R4,T3,R4,Zea mays L.,10637.7,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R2,T3,R2,Zea mays L.,11181.6,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R1,T1,R1,Zea mays L.,9799.5,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T3_R1,T3,R1,Zea mays L.,10246.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R6,T1,R6,Zea mays L.,11546.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R5,T1,R5,Zea mays L.,10523.7,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R4,T1,R4,Zea mays L.,10834.3,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R3,T1,R3,Zea mays L.,11888.1,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T1_R2,T1,R2,Zea mays L.,11547.5,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R4,T2,R4,Zea mays L.,12437.0,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R5,T2,R5,Zea mays L.,11677.0,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R1,T2,R1,Zea mays L.,11911.7,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R6,T2,R6,Zea mays L.,11729.5,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R3,T2,R3,Zea mays L.,12302.9,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2023,T2_R2,T2,R2,Zea mays L.,11583.9,6.361111111111111,15.069444444444445,83.83333333333333,669.4444444444445,144.09722222222223,5.633333333333334,,1,931.418,17.78015194681861,5.97285067873303
2022,T3_R2,T3,R2,Triticum aestivum L.,4263.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R6,T4,R6,Triticum aestivum L.,1505.3,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R5,T4,R5,Triticum aestivum L.,1702.1,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R4,T4,R4,Triticum aestivum L.,1708.2,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R3,T4,R3,Triticum aestivum L.,1810.0,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R2,T4,R2,Triticum aestivum L.,1855.3,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T4_R1,T4,R1,Triticum aestivum L.,1781.0,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T3_R5,T3,R5,Triticum aestivum L.,4036.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T3_R4,T3,R4,Triticum aestivum L.,4179.7,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R3,T1,R3,Triticum aestivum L.,5916.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T3_R6,T3,R6,Triticum aestivum L.,3795.3,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T3_R3,T3,R3,Triticum aestivum L.,4053.7,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T3_R1,T3,R1,Triticum aestivum L.,4042.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R6,T2,R6,Triticum aestivum L.,5689.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R4,T2,R4,Triticum aestivum L.,5323.1,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R1,T2,R1,Triticum aestivum L.,5304.7,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R4,T1,R4,Triticum aestivum L.,4799.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R2,T1,R2,Triticum aestivum L.,5409.7,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R1,T1,R1,Triticum aestivum L.,4793.5,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R5,T2,R5,Triticum aestivum L.,5536.9,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R3,T2,R3,Triticum aestivum L.,5268.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T2_R2,T2,R2,Triticum aestivum L.,5602.5,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R6,T1,R6,Triticum aestivum L.,4784.2,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2022,T1_R5,T1,R5,Triticum aestivum L.,5036.2,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,0,718.058,18.01413255360624,5.735004916420847
2021,T4_R5,T4,R5,Glycine max L.,1964.4,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T4_R4,T4,R4,Glycine max L.,2423.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T4_R3,T4,R3,Glycine max L.,2154.4,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T4_R1,T4,R1,Glycine max L.,2069.1,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T4_R6,T4,R6,Glycine max L.,1417.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R3,T3,R3,Glycine max L.,4244.2,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R1,T3,R1,Glycine max L.,4233.0,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R2,T3,R2,Glycine max L.,4488.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T4_R2,T4,R2,Glycine max L.,2001.7,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R6,T3,R6,Glycine max L.,4064.0,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R5,T3,R5,Glycine max L.,3763.6,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
2021,T3_R4,T3,R4,Glycine max L.,3772.8,6.445833333333334,23.708333333333332,110.97222222222223,1056.888888888889,165.27777777777777,7.162970059722222,,1,612.9019999999999,17.686703096539162,6.045934202358782
